.,Longitude,District,State,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
29.5,95.5,Mêdog County,Tibet,6.17,2.4,3.4,15.28,11.55,17.13,18.49,5.34,16.93,5.91,3.61,1.15
29.5,95.75,Mêdog County,Tibet,2.2,1.42,1.04,5.75,25.5,24.88,18.46,5.74,16.93,5.84,3.59,1.16
29.5,96,Mêdog County,Tibet,2.18,1.41,1.02,5.6,25.74,25.01,18.45,5.74,16.93,5.84,3.59,1.16
29.5,96.25,Bomê County,Tibet,0,0,0,0,0,0,0,0,0,0,0,0
29.75,73,Bahawalnagar District,Punjab,1.46,0,1.72,0.07,0.28,0.81,1.22,0.66,2,0,0.04,0.06
29.75,73.25,Bahawalnagar District,Punjab,1.72,0,1.91,0.06,0.31,0.85,1.26,0.62,1.82,0,0.06,0.08
29.75,73.5,Karanpur Tehsil,Rajasthan,1.34,0,2.49,0.04,0.39,1.12,0.99,1.13,3.12,0,0.04,0.06
29.75,73.75,Padampur Tehsil,Rajasthan,1.33,0,2.07,0.14,0.73,1.36,1.78,2.96,1.93,0,0.04,0.06
29.75,74,Sadulshahar Tehsil,Rajasthan,0.77,0,1.29,0.04,0.39,0.63,1.44,1.69,1.02,0.01,0.04,0.03
29.75,74.25,Hanumangarh Tehsil,Rajasthan,0.92,0,0.82,0.01,0.45,1.11,1.91,4.7,0.37,0.01,0.09,0.02
29.75,74.5,Dabwali,Haryana,0.83,0.41,0.72,0.03,0.6,1.09,4.04,3.73,0.94,0,0.14,0
29.75,74.75,Dabwali,Haryana,0.84,0.53,1.37,0.06,0.79,0.86,4.92,2.2,1.59,0,0.33,0.03
29.75,75,Goriwala,Haryana,0.85,0.17,2.13,0.18,1.4,1.25,4.47,2.74,2.23,0,0.57,0.04
29.75,75.25,Sardulgarh Tehsil,Punjab,0.7,0.36,1.89,0.18,1.11,0.77,4.38,2.78,1.2,0,0.19,0.01
29.75,75.5,Ratia,Haryana,0.65,0.54,1.88,0.2,1,0.72,5.15,2.86,0.34,0,0.07,0
29.75,75.75,Jakhal,Haryana,0.78,0.29,1.07,0.07,0.54,0.9,6.16,2.03,0.58,0,0.08,0
29.75,76,Moonak Tahsil,Punjab,0.62,0.13,1.65,0.07,0.63,1.69,8.16,2.69,0.56,0,0.23,0.1
29.75,76.25,Kalayat,Haryana,0.69,0.24,2.23,0.38,1.44,4,7.62,4.31,0.29,0,0.24,0.31
29.75,76.5,Kaithal,Haryana,1.88,0.32,2.97,0.66,1.31,4.58,8.58,3.88,0.22,0,0.5,0.3
29.75,76.75,Nissang,Haryana,2.15,0.42,3.84,0.68,1.74,5.36,12.29,8.35,0.45,0,0.98,0.15
29.75,77,Karnal,Haryana,2.13,0.51,3.67,0.49,1.85,4.52,12.98,11.11,0.21,0,1.14,0.14
29.75,77.25,Nakur,Uttar Pradesh,1.62,0.56,2.55,0.77,1.63,2.23,9.51,8.98,1.24,0,0.48,0.16
29.75,77.5,Rampur Maniharan,Uttar Pradesh,1.65,0.53,2.61,1.88,1.41,1.43,7.61,9.66,3.35,0,0.18,0.14
29.75,77.75,Deoband,Uttar Pradesh,2,0.89,4.83,1.19,1.82,2.32,7.53,9.79,1.39,0,0.28,0.27
29.75,78,Laksar,Uttarakhand,2.45,1.24,4.56,0.75,2.26,3.38,10.62,11.41,1.53,0,0.23,0.44
29.75,78.25,Hardwar,Uttarakhand,2.75,1.41,3.24,0.67,0.61,3.68,14.98,11.9,3.6,0,0.01,0.39
29.75,78.5,Kotdwara,Uttarakhand,2.4,2.36,3.18,0.81,1.53,3.04,8.41,7.87,1.1,0,0,0.09
29.75,78.75,Lansdowne,Uttarakhand,2.43,1.6,3.2,0.7,1,3,8.47,8.13,2.05,0,0.05,0.14
29.75,79,Dhoomakot,Uttarakhand,3.43,1.6,2.93,0.35,1.41,2.97,6.47,7.89,0.5,0,0,0.08
29.75,79.25,Bhikiasain,Uttarakhand,3.43,1.63,2.7,0.34,2.46,1.98,6.32,5.83,0.19,0,0,0.23
29.75,79.5,Dwarahat,Uttarakhand,2.93,1.59,3.18,1.16,1.91,5.19,6.84,8.43,0.68,0,0,0.1
29.75,79.75,Bageshwar,Uttarakhand,3.54,2.16,3.23,1.43,3.3,6.51,10.42,12.68,1.41,0,0,0.11
29.75,80,Gangolihat,Uttarakhand,4.13,1.45,3.42,1.94,3.71,11.43,16.09,20.76,2.65,0,0,0.1
29.75,80.25,Didihat,Uttarakhand,5.29,2.23,3.32,2.64,3.84,17.75,32.88,23.54,5.87,0,0,0.04
30,73.25,Bahawalnagar District,Punjab,1.71,0,1.91,0.07,0.35,0.91,1.29,0.91,1.86,0,0.05,0.08
30,73.5,Bahawalnagar District,Punjab,1.69,0,2.02,0.11,0.52,1.1,1.59,1.79,1.78,0,0.05,0.08
30,73.75,Ganganagar Tehsil,Rajasthan,1.4,0,1.9,0.19,0.82,1.35,2.11,3.76,1.42,0,0.05,0.08
30,74,Abohar Tahsil,Punjab,0.72,0,1.46,0.05,0.22,0.5,1.26,1.98,1.08,0,0.04,0.03
30,74.25,Abohar Tahsil,Punjab,0.77,0.04,0.98,0.02,0.28,0.82,1.88,3.72,0.57,0,0.07,0.02
30,74.5,Malout Tahsil,Punjab,0.73,0.69,0.69,0.01,0.41,0.88,5.57,3.18,1.01,0,0.16,0.02
30,74.75,Bathinda Tahsil,Punjab,1.05,0.47,1.66,0,0.47,0.87,5.26,2.52,0.85,0,0.26,0.07
30,75,Talwandi Sabo Tahsil,Punjab,1.14,0.35,2,0.01,0.55,0.75,4.7,2.56,0.84,0,0.29,0.07
30,75.25,Maur Tahsil,Punjab,0.83,0.24,1.48,0.12,0.97,0.98,4.76,2.02,0.76,0,0.28,0.01
30,75.5,Mansa Tehsil,Punjab,0.87,0.33,1.93,0.14,1.05,1.45,6.27,3.34,0.36,0,0.21,0.06
30,75.75,Sunam Tahsil,Punjab,1.07,0.23,2.16,0.21,0.68,2.04,7.99,3.61,0.5,0,0.21,0.09
30,76,Dirba Tahsil,Punjab,1.17,0.18,3.03,0.57,1.03,3.08,7.37,3.64,0.16,0,0.32,0.19
30,76.25,Guhla,Haryana,1.27,0.23,3.1,0.71,1.33,5.07,9.26,4.32,0.24,0,0.4,0.34
30,76.5,Pehowa,Haryana,1.96,0.2,2.95,0.64,1.52,5.26,9.07,3.79,0.36,0,0.53,0.43
30,76.75,Thanesar,Haryana,1.13,0,1.4,0.5,0.97,2.69,9.09,6.21,0,0,0.57,0.38
30,77,Ladwa,Haryana,3.45,0.62,3,0.93,2.92,5.05,9,10.17,0.02,0,1.14,0.69
30,77.25,Radaur,Haryana,1.33,0.38,2.06,0.28,1.29,1.72,7.2,6.62,0.28,0,0.39,0.12
30,77.5,Saharanpur,Uttar Pradesh,2.04,0.52,2.7,0.81,1.27,2.28,8.68,9.03,0.78,0,0.45,0.14
30,77.75,Saharanpur,Uttar Pradesh,2.84,1.27,5.95,1.07,2.11,2.57,10.3,11.69,1.2,0,0.47,0.54
30,78,Hardwar,Uttarakhand,3.29,1.8,5.16,0.96,2.69,3.86,15.13,14.22,2.46,0,0.48,0.81
30,78.25,Yamkeshwar,Uttarakhand,6.14,1.49,5.83,1.69,1.79,7.31,12.61,13.58,2.07,0,0.36,0.51
30,78.5,Yamkeshwar,Uttarakhand,5.45,1.9,4.98,0.91,1.45,4.23,8.07,8,0.96,0,0.12,0.14
30,78.75,Pauri,Uttarakhand,5.31,1.38,3.4,0.97,1.18,3.02,7.09,4.86,0.84,0,0.31,0.09
30,79,Thailisain,Uttarakhand,3.62,1.44,3.11,0.45,1.26,3.08,7.42,8.41,0.5,0,0.05,0.17
30,79.25,Gairsain,Uttarakhand,3.57,1.52,2.84,0.28,1.16,3.02,7.25,8.3,0.44,0,0.03,0.15
30,79.5,Garud,Uttarakhand,3.4,1.55,3.07,1.27,3.64,7.37,13.06,15.36,1.87,0,0,0.05
30,79.75,Kapkot,Uttarakhand,3.89,1.48,3.32,1.59,5.45,9.91,20.02,22.01,3.22,0,0,0.02
30,80,Kapkot,Uttarakhand,4.84,1.42,3.19,2.88,3.52,7.5,27.55,21.24,4.18,0.02,0,0.13
30,80.25,Munsiari tehsil,Uttarakhand,5.32,2.07,3.22,2.86,3.59,15.59,34.16,23.51,5.79,0.01,0,0.07
30,80.5,Dharchula Tehsil,Uttarakhand,5.33,2.15,3.26,2.78,3.68,16.78,34.09,23.71,5.89,0.01,0,0.05
30.25,73.5,Pakpattan District,Punjab,1.43,0,2.04,0.09,0.46,1.03,1.32,2.64,1.7,0,0.05,0.08
30.25,73.75,Bahawalnagar District,Punjab,0.9,0,1.84,0.08,0.39,0.68,1.07,3.38,1.44,0,0.05,0.06
30.25,74,Fazilka Tahsil,Punjab,0.72,0,1.54,0.06,0.33,0.53,1.41,2.57,1.11,0,0.05,0.06
30.25,74.25,Abohar Tahsil,Punjab,0.73,0.04,1.1,0.05,0.29,0.74,3.55,3.48,0.71,0,0.07,0.06
30.25,74.5,Malout Tahsil,Punjab,0.77,0.56,1.14,0.03,0.34,1.04,6.07,3.33,1.15,0,0.11,0.08
30.25,74.75,Bathinda Tahsil,Punjab,1.05,0.52,1.83,0,0.43,1.76,7.25,3.1,1.52,0,0.24,0.09
30.25,75,Bathinda Tahsil,Punjab,1.07,0.29,1.98,0.01,0.77,1.48,6.01,3.01,0.9,0,0.3,0.06
30.25,75.25,Rampura Phul Tahsil,Punjab,0.96,0.24,2.23,0.06,1.27,1.12,6.82,2.83,0.62,0,0.28,0.05
30.25,75.5,Tapa Tahsil,Punjab,1.04,0.24,2.54,0.1,1.36,1.49,8.11,3.31,0.26,0,0.28,0.06
30.25,75.75,Sangrur Tahsil,Punjab,1.35,0.19,2.54,0.24,0.83,2.37,9.25,3.69,0.53,0,0.24,0.1
30.25,76,Bhawanigarh Tahsil,Punjab,1.5,0.14,2.97,0.57,1.91,1.86,6.32,3.38,0.16,0,0.44,0.16
30.25,76.25,Patiala Tahsil,Punjab,1.45,0.06,3.81,1.89,2.22,3.22,9.36,4.92,0.02,0,0.53,0.37
30.25,76.5,Patiala Tahsil,Punjab,1.77,0.02,2.9,1.53,1.64,4.1,8.02,8.1,0.14,0,0.43,0.4
30.25,76.75,Ambala,Haryana,1.41,0.1,2.25,0.97,1.1,2.74,6.78,8.93,0.28,0,0.48,0.42
30.25,77,Barara,Haryana,1.62,0.18,2.94,0.91,1.35,3.1,5.65,9.83,0.26,0,0.75,0.42
30.25,77.25,Saraswati Nagar,Haryana,3.48,0.75,3.76,0.83,1.39,1.22,10.37,10.25,0.8,0,0.8,0.87
30.25,77.5,Chhachhrauli,Haryana,3.19,0.46,3.47,0.58,1.21,1.63,8.09,15.67,2.04,0,0.76,0.59
30.25,77.75,Behat,Uttar Pradesh,3.89,2.71,4.95,2.63,1.25,5.32,17.01,18.44,4.62,0,0.55,0.5
30.25,78,Dehradun,Uttarakhand,3.76,3.39,4.31,1.89,1.13,4.24,15.87,12.69,3.07,0,0.48,0.53
30.25,78.25,Unknown,Uttarakhand,5.98,1.43,5.36,2.62,1.4,8.4,8.55,11.82,0.53,0,0.41,0.31
30.25,78.5,Narendra Nagar,Uttarakhand,6.85,1.31,4.19,0.9,1.05,3.94,7.4,5.33,0.69,0,0.2,0.12
30.25,78.75,Devprayag,Uttarakhand,3.83,1.68,3.76,1.84,2.65,3.92,5.69,6.48,0.69,0,0.26,0.1
30.25,79,Rudraprayag,Uttarakhand,4.53,0.47,3.35,1.27,1.7,3.44,10.74,12.62,1.09,0,0.15,0.38
30.25,79.25,Karnaprayag,Uttarakhand,4.56,0.28,2.88,0.89,1.86,2.92,12.64,16.83,1.59,0.01,0.15,0.3
30.25,79.5,Chamoli Tehsil,Uttarakhand,4.75,0.59,2.8,1.02,3.32,4.91,14.31,18.33,2.38,0.03,0.33,0.13
30.25,79.75,Tharali,Uttarakhand,4.36,1.37,3.12,2.14,3.74,6.9,20.54,18.34,3.19,0.02,0.08,0.1
30.25,80,Kapkot,Uttarakhand,4.89,1.47,3.18,2.9,3.57,7.61,28.36,21.27,4.32,0.02,0,0.13
30.25,80.25,Munsiari tehsil,Uttarakhand,5.03,1.66,3.19,2.89,3.51,10.59,30.27,22.23,4.8,0.02,0,0.11
30.25,80.5,Dharchula Tehsil,Uttarakhand,5.17,1.91,3.25,2.82,3.56,13.69,31.52,22.7,5.28,0.01,0,0.08
30.25,80.75,Dharchula Tehsil,Uttarakhand,5.26,2.02,3.24,2.82,3.59,15.14,33.12,23.31,5.61,0.01,0,0.07
30.25,81,Dharchula Tehsil,Uttarakhand,5.4,2.17,3.21,2.86,3.61,17.09,35.72,24.17,6.1,0.01,0,0.06
30.5,73.75,Okara District,Punjab,0.83,0,1.76,0.07,0.39,0.61,1.34,3.42,1.49,0,0.05,0.06
30.5,74,Fazilka Tahsil,Punjab,0.99,0.02,1.74,0.06,0.41,0.55,3.02,3.52,1.54,0,0.05,0.08
30.5,74.25,Jalalabad Tahsil,Punjab,0.98,0.18,1.65,0.09,0.36,0.63,5.1,3.02,1.78,0,0.09,0.09
30.5,74.5,Muktsar Tahsil,Punjab,1.3,0.49,1.85,0.17,0.73,0.8,8.74,2.96,2.88,0,0.13,0.13
30.5,74.75,Kotkapura Tahsil,Punjab,1.28,0.33,1.9,0.14,0.72,1.32,8.48,3.76,2.92,0,0.22,0.11
30.5,75,Bagha Purana Tahsil,Punjab,1.43,0.12,1.96,0.11,0.64,1.83,6.23,3.2,1.37,0,0.54,0.05
30.5,75.25,Rampura Phul Tahsil,Punjab,1.03,0.14,2.56,0.26,1.35,0.81,7.51,2.64,0.53,0,0.55,0.04
30.5,75.5,Barnala Tahsil,Punjab,0.81,0.17,2.73,0.25,1.38,0.93,7.57,3.31,0.26,0,0.43,0.09
30.5,75.75,Dhuri Tahsil,Punjab,1.13,0.15,1.22,0.37,1.19,1.52,7.26,3.31,0.17,0,0.2,0.14
30.5,76,Malerkotla Tahsil,Punjab,1.52,0.05,2.59,0.54,1.99,2.96,5.91,3.43,0.1,0,0.44,0.22
30.5,76.25,Nabha Tahsil,Punjab,1.61,0.1,4.39,1.23,1.53,4.01,7.68,4.44,0.2,0,0.45,0.37
30.5,76.5,Rajpura Tahsil,Punjab,1.78,0.06,2.82,1.18,1.33,4.76,5.53,7.7,0.24,0,0.41,0.27
30.5,76.75,Rajpura Tahsil,Punjab,1.05,0.3,1.96,0.44,0.72,1.64,3.74,6.33,0.63,0,0.18,0.18
30.5,77,Raipur Rani,Haryana,2.51,0.24,3.77,1.07,4.13,2.51,7.38,13.25,1.35,0,0.52,0.35
30.5,77.25,Nahan,Himachal Pradesh,3.63,0.84,5.37,1.43,1.94,3.48,7.41,16.42,2.44,0,1.33,0.79
30.5,77.5,Paonta Sahib,Himachal Pradesh,3.67,0.64,3.67,0.78,0.83,2.33,6.94,20.03,1.84,0,1.01,0.59
30.5,77.75,Paonta Sahib,Himachal Pradesh,3.37,1.7,5.64,3.26,1.36,3.74,10.74,14.69,2.26,0,0.73,0.51
30.5,78,Dhanaulti,Uttarakhand,3.71,2.38,5.77,2.98,1.19,4.64,11.37,19.11,1.88,0,0.95,0.6
30.5,78.25,Dhanaulti,Uttarakhand,4.41,0.9,5.04,2.15,1.45,3.33,5.56,8.34,0.64,0,0.53,0.46
30.5,78.5,Pratapnagar,Uttarakhand,3.89,0.87,3.97,1.6,1.11,1.96,4.51,5.28,0.32,0,0.34,0.14
30.5,78.75,Ghansali,Uttarakhand,4.46,1.06,5.13,1.97,4.62,4.74,12.55,18.26,2.58,0,0.63,0.13
30.5,79,Jakholi,Uttarakhand,4.69,0.66,4.91,1.75,4.67,5.02,14.53,21.72,3.06,0,0.55,0.28
30.5,79.25,Chamoli Tehsil,Uttarakhand,4.92,0.23,2.66,0.87,2.14,2.51,11.96,16.94,1.93,0.03,0.35,0.21
30.5,79.5,Joshimath Tehsil,Uttarakhand,5.87,0.21,2.83,0.98,2.21,2.25,8.04,11.1,1.98,0.07,0.79,0.23
30.5,79.75,Joshimath Tehsil,Uttarakhand,5.34,0.64,2.88,1.65,2.82,3.84,15.51,15.98,2.77,0.05,0.48,0.16
30.5,80,Joshimath Tehsil,Uttarakhand,5.13,1.11,3.1,2.41,3.37,6.07,21.83,18.33,3.57,0.04,0.25,0.14
30.5,80.25,Munsiari tehsil,Uttarakhand,4.97,1.65,3.2,2.81,3.63,10.88,29.82,22.41,4.75,0.02,0,0.1
30.5,80.5,Unknown,Tibet,5.11,1.78,3.2,2.87,3.54,12.34,31.62,22.81,5.12,0.01,0,0.09
30.5,80.75,Purang County,Tibet,5.27,1.96,3.2,2.92,3.49,14.13,33.55,23.17,5.57,0.01,0,0.08
30.75,74,Okara District,Punjab,1.28,0.05,2.07,0.24,0.34,0.51,3.84,3.16,1.78,0,0.09,0.11
30.75,74.25,Kasur District,Punjab,1.4,0.16,2.29,0.29,0.54,0.59,6.13,3.58,2.9,0,0.15,0.11
30.75,74.5,Faridkot Tahsil,Punjab,1.42,0.1,2.28,0.33,0.6,0.6,5.95,3.67,2.86,0,0.18,0.11
30.75,74.75,Faridkot Tahsil,Punjab,1.34,0,2.29,0.2,0.65,0.94,6.29,4.54,1.79,0,0.32,0.05
30.75,75,Bagha Purana Tahsil,Punjab,1.55,0,1.89,0.2,0.51,1.81,4.36,1.6,1.2,0,0.78,0.01
30.75,75.25,Moga Tahsil,Punjab,1.27,0.08,2.05,0.71,0.72,0.73,4.55,1.24,0.8,0,0.76,0.01
30.75,75.5,Jagraon Tahsil,Punjab,0.96,0,3.13,0.51,1.39,0.36,12,5.21,0.96,0,1.08,0.03
30.75,75.75,Ludhiana (East) Tahsil,Punjab,0.85,0,2.53,0.48,1.02,1.65,6.43,4.8,0.6,0,0.53,0.22
30.75,76,Payal Tahsil,Punjab,1.17,0.05,2.57,0.62,0.38,4.28,4.98,2.64,0.13,0,0.41,0.18
30.75,76.25,Khanna Tahsil,Punjab,1.33,0.28,2.84,0.91,0.48,2.42,5.95,6.23,0.55,0,0.31,0.32
30.75,76.5,Morinda Tahsil,Punjab,1.48,0.12,2.09,0.84,0.61,4.84,5.77,6.37,0.61,0,0.49,0.32
30.75,76.75,Chandigarh,Chandigarh,1.7,0.2,2.71,0.97,1.4,3.47,7.2,10.48,0.67,0,0.97,0.29
30.75,77,Kalka,Haryana,4.32,0.97,5.72,1.22,1.33,3.84,9.02,7.65,1.16,0,0.85,0.77
30.75,77.25,Pachhad,Himachal Pradesh,4.63,1.33,7.17,1.7,1.38,3.44,7.24,8.05,0.7,0,1.5,0.7
30.75,77.5,Renuka,Himachal Pradesh,4.29,1.16,6.3,1.73,1.28,2.57,6.24,7.85,0.84,0,1.67,0.64
30.75,77.75,Tyuni,Uttarakhand,3.51,0.84,5.29,2.71,1.69,1.91,4.97,6.6,0.93,0,1.24,0.61
30.75,78,Chakrata,Uttarakhand,3.57,0.91,5.42,2.99,2.05,2.86,6.82,8.95,1.33,0,0.97,0.62
30.75,78.25,Dunda,Uttarakhand,4.79,0.8,5.57,2.8,2.78,4.09,10.84,13.27,2.9,0,1.02,0.55
30.75,78.5,Bhatwari,Uttarakhand,3.77,0.89,3.91,1.83,2.36,1.34,6.37,8.87,1.38,0,0.88,0.52
30.75,78.75,Bhatwari,Uttarakhand,4.37,0.56,3.99,1.7,4.28,1.88,7.51,15.48,1.91,0,0.8,0.45
30.75,79,Ghansali,Uttarakhand,4.66,0.48,4.06,1.55,3.9,3.61,11.35,18.14,2.35,0,0.48,0.39
30.75,79.25,Bhatwari,Uttarakhand,5.36,0.28,3.12,1.13,2.49,2.9,10.24,14.49,2.12,0.04,0.56,0.26
30.75,79.5,Joshimath Tehsil,Uttarakhand,5.62,0.25,3.08,1.1,2.44,2.58,9.22,13.02,2.1,0.05,0.7,0.23
30.75,79.75,Joshimath Tehsil,Uttarakhand,5.41,0.34,2.8,1.25,2.17,2.81,11.51,13.9,2.18,0.04,0.49,0.26
30.75,80,Joshimath Tehsil,Uttarakhand,5.27,0.88,2.98,2.12,2.97,4.4,19.48,17.11,3.24,0.04,0.35,0.16
30.75,80.25,Unknown,Tibet,5.37,1.27,3.09,2.65,3.01,7.37,24.95,18.62,4.11,0.04,0.23,0.15
31,74.25,Kasur District,Punjab,1.42,0.07,2.35,0.34,0.53,0.6,5.59,3.62,2.48,0,0.22,0.1
31,74.5,Kasur District,Punjab,1.51,0,2.49,0.42,0.5,0.52,4.17,3.27,2.29,0,0.21,0.12
31,74.75,Firozpur Tahsil,Punjab,1.32,0,2.51,0.21,0.44,0.74,4.24,3.34,0.89,0,0.37,0.09
31,75,Zira Tahsil,Punjab,2.15,0.08,3.59,0.55,0.47,2.12,5.44,7.51,0.61,0,0.7,0.6
31,75.25,Dharamkot Tahsil,Punjab,3.01,0.19,5.31,1.18,0.52,2.75,7.75,10.35,1.03,0,0.78,1.21
31,75.5,Nakodar Tahsil,Punjab,1.07,0.02,3.4,0.96,0.61,2.28,4.5,3.16,1.03,0,0.65,0.42
31,75.75,Ludhiana (West) Tahsil,Punjab,0.76,0,2.76,0.51,0.93,2.14,4.48,4.39,0.43,0,0.6,0.39
31,76,Ludhiana (East) Tahsil,Punjab,1.22,0.03,3.07,0.75,0.58,2.86,4.18,4.22,0.07,0,0.6,0.5
31,76.25,Samrala Tahsil,Punjab,1.43,0.06,4,0.7,0.48,3.53,5,5.18,0.21,0,0.73,0.44
31,76.5,Balachaur Tahsil,Punjab,1.91,0.21,3.74,0.96,0.92,3.76,7.79,8.79,0.42,0,0.62,0.65
31,76.75,Baddi,Himachal Pradesh,4.08,1.06,5.66,1.4,0.68,3.32,10.9,12.21,0.82,0,1.09,0.54
31,77,Solan,Himachal Pradesh,5.24,1.23,6.18,2.03,1.24,5.15,9.53,8.36,0.51,0,2.25,0.93
31,77.25,Junga,Himachal Pradesh,4.12,0.56,4.45,2.2,1.35,4.1,5.15,4.91,0.78,0,1.8,0.48
31,77.5,Chaupal,Himachal Pradesh,4.48,0.5,5.41,2.91,1.22,1.55,3.81,5.69,0.84,0,2.02,0.45
31,77.75,Nerua,Himachal Pradesh,3.86,0.68,5.01,1.79,1.32,1.2,4.16,5.58,0.85,0,2.07,0.58
31,78,Mori,Uttarakhand,3.75,0.63,5.02,1.97,1.53,1.8,4.58,6.27,0.85,0,1.86,0.62
31,78.25,Puraula,Uttarakhand,4.15,0.8,4.51,2.2,2.72,2.35,7.57,10.72,1.85,0,0.96,0.56
31,78.5,Rajgarhi,Uttarakhand,4.31,0.67,4.14,1.92,3.23,1.91,6.87,11.98,1.69,0,0.84,0.5
31,78.75,Bhatwari,Uttarakhand,4.37,0.63,4.18,1.81,4.22,2.14,7.88,14.91,1.99,0,0.84,0.47
31,79,Bhatwari,Uttarakhand,4.82,0.46,3.97,1.55,4.11,2.82,9.01,16.05,2.17,0.01,0.69,0.41
31,79.25,Bhatwari,Uttarakhand,5.19,0.33,3.35,1.22,2.74,3.21,11.13,15.92,2.25,0.03,0.52,0.27
31,79.5,Joshimath Tehsil,Uttarakhand,5.37,0.28,3.13,1.13,2.53,2.86,10.26,14.56,2.14,0.04,0.58,0.25
31,79.75,Joshimath Tehsil,Uttarakhand,5.48,0.29,2.87,1.23,2.19,2.69,10.52,13.3,2.09,0.04,0.53,0.26
31,80,Unknown,Tibet,5.6,0.58,2.92,1.79,2.44,3.2,14.67,14.12,2.72,0.05,0.54,0.21
31.25,74.5,Kasur District,Punjab,1.72,0.04,2.8,0.64,0.57,0.68,4.57,3.81,1.57,0,0.42,0.24
31.25,74.75,Patti Tahsil,Punjab,1.68,0.05,3.18,0.69,0.69,0.71,4.85,3.95,0.78,0,0.59,0.24
31.25,75,Tarn Taran Tahsil,Punjab,2.67,0.08,4.69,1.2,0.71,3.04,7.13,11.15,1.11,0,0.76,0.85
31.25,75.25,Sultanpur Lodhi Tahsil,Punjab,2.84,0.15,4.9,1.37,0.61,3.92,7.34,10.89,1.91,0,0.83,1.1
31.25,75.5,Jalandhar II Tahsil,Punjab,1.63,0.03,4.61,1.21,0.52,3.92,5.14,3.52,1.18,0,0.37,0.24
31.25,75.75,Phagwara Tahsil,Punjab,1.11,0.01,3.72,1.14,0.4,2.46,3.8,3.59,0.51,0,0.2,0.2
31.25,76,Garhshankar Tahsil,Punjab,0.98,0,1.88,0.21,0.2,1.48,1.84,1.88,0.07,0,0.21,0.32
31.25,76.25,Garhshankar Tahsil,Punjab,2.76,0.4,6.85,1.15,0.21,3.36,10.12,14.27,2.74,0,0.9,1.04
31.25,76.5,Anandpur Sahib Tahsil,Punjab,3.86,0.51,7.89,1.65,0.32,2.72,11.48,14.26,2.9,0,1.01,0.96
31.25,76.75,Naina Devi,Himachal Pradesh,4.01,1.02,4.52,1.12,0.69,5.85,11.06,12.11,0.61,0,1.1,0.77
31.25,77,Darlaghat,Himachal Pradesh,3.91,1.15,4.5,3.22,1.37,3.31,6.13,6.24,1.48,0,2.2,0.57
31.25,77.25,Seoni,Himachal Pradesh,3.83,0.6,3.62,2.36,3.22,2.9,3.51,4.49,1.17,0,1.99,0.56
31.25,77.5,Nankhari,Himachal Pradesh,5.47,0.32,4.76,2.67,1.91,1.87,4.47,6.19,1.18,0,1.94,0.62
31.25,77.75,Rohru,Himachal Pradesh,3.89,0.33,4.74,1.44,1.72,1.56,5.75,5.89,0.72,0,2.59,0.53
31.25,78,Chirgaon,Himachal Pradesh,4.46,0.49,4.4,1.72,1.06,1.02,2.92,2.61,0.22,0,2.4,0.36
31.25,78.25,Dodra Kwar,Himachal Pradesh,4.61,0.52,3.7,1.73,0.96,1.33,3.12,3.17,0.66,0,1.43,0.29
31.25,78.5,Sangla,Himachal Pradesh,3.92,0.4,3,1.29,2.1,0.83,2.98,6.31,0.72,0,0.99,0.33
31.25,78.75,Sangla,Himachal Pradesh,3.86,0.49,3.19,1.29,2.31,0.82,3.57,7.49,0.89,0,0.68,0.36
31.25,79,Bhatwari,Uttarakhand,4.46,0.4,3.73,1.5,3.59,2.82,8.72,15.03,1.94,0,0.55,0.42
31.25,79.25,Unknown,Tibet,5.24,0.38,3.64,1.38,3.37,2.78,8.64,14.03,2.14,0.03,0.71,0.36
31.25,79.5,Unknown,Tibet,5.42,0.29,3.14,1.16,2.52,2.87,10.04,14.22,2.15,0.04,0.6,0.26
31.5,74.5,Lahore District,Punjab,1.85,0.08,3.02,0.84,0.54,0.95,5.47,4.52,1.03,0,0.56,0.35
31.5,74.75,Tarn Taran Tahsil,Punjab,1.85,0.11,3.36,0.82,0.76,0.82,5.29,4.3,0.91,0,0.66,0.29
31.5,75,Khadur Sahib Tahsil,Punjab,1.76,0.04,3.28,0.88,0.75,1.59,5.34,4.78,1.19,0,0.67,0.29
31.5,75.25,Khadur Sahib Tahsil,Punjab,1.82,0,3.57,0.97,0.69,5.23,5.41,4.29,2.84,0,0.81,0.31
31.5,75.5,Bhulath Tahsil,Punjab,1.45,0.01,3.69,0.42,0.7,3.46,5.21,3.62,1.08,0,0.5,0.3
31.5,75.75,Hoshiarpur Tahsil,Punjab,1.29,0.07,2.66,0.54,0.69,2.76,3.5,5.7,0.81,0,0.53,0.72
31.5,76,Hoshiarpur Tahsil,Punjab,1.85,0.02,4.33,0.72,0.82,3.57,8.13,10.67,0.89,0,0.71,0.78
31.5,76.25,Una,Himachal Pradesh,2.74,0.35,6.31,0.88,0.47,4.5,10.61,12.72,1.55,0,1,1.47
31.5,76.5,Barsar,Himachal Pradesh,3.77,0.47,5.63,1.29,0.72,3.75,11.37,15.86,4.36,0,0.63,1.11
31.5,76.75,Ghumarwin,Himachal Pradesh,3.32,0.67,4.68,1.46,0.57,4.89,8.77,9.75,1.72,0,0.99,1.09
