.,Longitude,District,State,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
12,79.5,Vikravandi,Tamil Nadu,0.28,0.02,0,0.11,0.11,0.56,1.38,1.78,2.65,9.03,11.83,12.5
12,79.75,Villianur Taluk,Puducherry,0.57,0.08,0.02,0.4,0.23,1.2,3.35,1.36,2.88,7.51,14.53,13.9
12.25,75,Unknown,Unknown,0,0.03,0.01,0.16,2.47,28.11,32.2,25.77,31.23,7.71,1.7,2.07
12.25,75.25,Hosdurg,Kerala,0,0.01,0.44,3.94,7.3,27.9,32.02,44.94,27.97,10.21,1.57,0.71
12.25,75.5,Taliparamba,Kerala,0,0,1.16,4.56,8.95,18.13,22.55,43.81,20.98,8.72,0.99,0.29
12.25,75.75,Virajpet taluk,Karnataka,0,0,0.32,2.95,6.02,11.41,14.3,31.64,16.56,4.41,0.82,0.27
12.25,76,Ponnampete taluk,Karnataka,0,0,0.54,2.54,4.75,2.07,4.3,7.55,4.68,2.63,0.81,0.12
12.25,76.25,Hunasuru taluk,Karnataka,0,0,1.09,2,3.9,2.6,4.64,6.25,5.86,2.85,1.09,0.53
12.25,76.5,Heggadadevanakote taluk,Karnataka,0,0,0.83,1.23,5.21,2.22,3.15,2.84,3.06,4.49,1.31,0.24
12.25,76.75,Mysuru taluk,Karnataka,0,0,0.31,0.91,3.47,2.2,3.98,1.64,2.36,3.16,1.59,0.51
12.25,77,Malavalli taluk,Karnataka,0,0,0.07,1.37,4.15,1.67,4.55,1.89,4.73,3.64,2.09,1.15
12.25,77.25,Hanur taluk,Karnataka,0,0,0.02,2.59,2.79,3.78,6.32,1.96,5.56,5.13,2.15,1.54
12.25,77.5,Anchetty,Tamil Nadu,0,0,0.16,2.52,2.11,2.19,5.63,2.57,6.08,4.58,2.87,2.55
12.25,77.75,Anchetty,Tamil Nadu,0,0,0.07,2.19,2.27,1.56,4.97,2.35,7.18,4.83,2.13,1.59
12.25,78,Pennagaram,Tamil Nadu,0,0,0.12,1.52,2.06,1.39,4.99,1.36,5.23,4.18,1.76,1.12
12.25,78.25,Karimangalam,Tamil Nadu,0.03,0,0.06,0.99,1.93,2.09,7.46,2.55,4.35,7.19,3.45,2.35
12.25,78.5,Uthangarai,Tamil Nadu,0.18,0,0,0.18,0.78,1.51,6.17,1.81,2.6,6.35,4.9,3.81
12.25,78.75,Chengam,Tamil Nadu,0.31,0,0,0.33,0,1.46,3.68,0.75,2.16,5.87,7.57,4.14
12.25,79,Chengam,Tamil Nadu,0.39,0,0,0.67,0,3.73,2.43,1.3,3.71,6.76,9.24,4.62
12.25,79.25,Gingee,Tamil Nadu,0.1,0,0,0,0,9.58,1.29,3.73,3.76,4.7,10.42,6.81
12.25,79.5,Gingee,Tamil Nadu,0.31,0,0,0,0,3.51,2.06,1.83,2.04,3.69,9.62,10.13
12.25,79.75,Tindivanam,Tamil Nadu,0.6,0,0.03,0.28,0.1,1.82,7.45,1.15,2.19,6.74,14.37,9.6
12.5,75,Kasaragod,Kerala,0,0.07,0.11,1.26,6.24,25.38,33.37,29.14,28.98,12.89,1.23,1.08
12.5,75.25,Kasaragod,Kerala,0,0.05,0.6,5.44,9.28,22.42,31.42,41.84,26.31,11.5,1.64,0.38
12.5,75.5,Sulya taluk,Karnataka,0,0,0.69,4.98,7.33,17.33,23.93,42.57,26.72,10.09,0.95,0.29
12.5,75.75,Madikeri taluku,Karnataka,0,0,0.34,2.3,3.23,5.2,5.36,11.04,9.02,3.22,0.55,0.3
12.5,76,Piriyapattana taluk,Karnataka,0,0,0.57,2.27,4.43,1.7,4.14,5.35,4.94,3.41,1.38,0.19
12.5,76.25,Saligrama taluku,Karnataka,0,0,0.67,2.37,4.61,1.89,4.27,1.32,4.68,6.52,1.12,0.29
12.5,76.5,Krishnarajapete taluk,Karnataka,0,0,0.58,2.23,5.31,2.62,3.54,1.6,4.82,6.88,1.52,0.86
12.5,76.75,Pandavapura taluk,Karnataka,0,0,0.47,3.04,5.97,1.76,4.27,1.74,4.52,6.32,2.14,0.6
12.5,77,Madduru taluk,Karnataka,0,0,0.13,2.28,4.36,2.79,5.08,1.09,5.13,6.45,1.75,0.66
12.5,77.25,Kanakapura taluk,Karnataka,0,0,0.02,3.81,3.2,6.59,4.49,1.02,4.84,5.32,0.68,0.34
12.5,77.5,Harohalli taluk,Karnataka,0,0,0.37,2.51,3.36,3.64,3.54,1.42,6.13,4.75,2.16,0.99
12.5,77.75,Denkanikottai,Tamil Nadu,0,0,0.37,1.91,2.78,1.91,3.33,1.27,4.63,4.34,2.17,1.2
12.5,78,Palakkodu,Tamil Nadu,0.06,0,0.17,0.35,1.93,1.5,6.11,1.37,4.78,7.75,2.65,1
12.5,78.25,Krishnagiri,Tamil Nadu,0.01,0,0.08,1.22,2.04,2.36,6.87,2.81,5.12,7.47,3.18,1.01
12.5,78.5,Tirupathur,Tamil Nadu,0.12,0,0,1.75,0.77,3.06,6.79,3.82,4.03,5.53,6.68,2.04
12.5,78.75,Vaniyambadi,Tamil Nadu,0.29,0,0,0.9,0.03,3.57,6.06,2.76,3.62,7.44,8.87,4.07
12.5,79,Kalasapakkam,Tamil Nadu,0.46,0,0,0.13,0,5.17,5.35,2.53,4.71,9.44,11.2,6.12
12.5,79.25,Chetpet,Tamil Nadu,0.2,0,0,0,0,2.25,2.95,2.16,4.64,4.19,11.33,6.39
12.5,79.5,Vandavasi,Tamil Nadu,0.34,0,0,0,0,1,4.28,1.72,3.12,4.4,15.3,7.26
12.5,79.75,Unknown,Tamil Nadu,0.5,0,0.03,0.26,0.05,2.38,7.51,2.21,1.33,5.54,16.97,8.53
12.5,80,Cheyyur,Tamil Nadu,1.34,0,0.02,0.23,0.04,0.87,9.63,3.09,1.31,5.84,17.2,9.31
12.75,74.75,Dakshina Kannada,Karnataka,0,0,0.53,2.14,6.27,24.56,33.58,29.59,30.26,14.81,1.96,0.74
12.75,75,Bantwal taluk,Karnataka,0,0.28,0.2,2.62,8.58,18.67,30.95,29.65,23.08,8.97,1,1.09
12.75,75.25,Putturu taluk,Karnataka,0,0.2,0.18,3.14,6.41,18.75,27.87,29.66,19.27,8.58,2.8,0.52
12.75,75.5,Kadaba taluk,Karnataka,0.02,0.15,0.24,3.43,5.28,14.57,22.77,26.96,15.55,6.73,1.65,0.18
12.75,75.75,Sakaleshapura taluk,Karnataka,0.01,0,0.22,1.85,3.64,3.95,6.75,14.13,8.9,5.21,0.9,0.66
12.75,76,Arakalagudu taluk,Karnataka,0,0,0.26,1.58,2.8,2.39,4.68,4.88,4.69,5.07,1.4,0.44
12.75,76.25,Hole Narasipura taluk,Karnataka,0,0,0.53,2.26,4.67,2.88,5.22,1.48,4.7,4.95,0.95,0.14
12.75,76.5,Krishnarajapete taluk,Karnataka,0,0,0.54,3.59,4.54,3.19,5.43,9.06,5.75,5.15,0.97,0.29
12.75,76.75,Nagamangala taluk,Karnataka,0,0,0.7,4.14,5.33,3.48,5.17,13.04,8.28,5.46,1.31,0.45
12.75,77,Madduru taluk,Karnataka,0,0,0.38,3.14,4.65,5.32,4.57,1.37,5.37,8.5,1.81,0.62
12.75,77.25,Ramanagara taluk,Karnataka,0,0,0.39,3.57,4.24,6.15,4.38,1.28,5.65,8.24,1.58,0.55
12.75,77.5,Bangalore South,Karnataka,0,0,0.23,2.84,4.21,4.94,3.85,1.01,7.11,7.93,3.35,0.61
12.75,77.75,Anekal,Karnataka,0,0,0.36,1.99,4.16,2.53,4.21,1.37,4.72,8.14,3.2,1.13
12.75,78,Shoolagiri,Tamil Nadu,0.02,0,0.27,1.84,1.59,2.78,7.05,1.34,5.5,8.82,3.44,1.13
12.75,78.25,Gudupalle,Andhra Pradesh,0.02,0,0.25,2.46,0.8,3.59,8.84,1.1,5.43,8.7,4.48,1.05
12.75,78.5,Kuppam,Andhra Pradesh,0.35,0,0,1.64,0.12,4.09,8.09,2.3,4.52,6.39,8.86,2.61
12.75,78.75,Ambur,Tamil Nadu,0.43,0,0,1.33,0.33,4.07,8.4,2.55,4.35,4.12,7.18,3.05
12.75,79,Vellore,Tamil Nadu,0.93,0,0,1.5,0.16,2,4.94,4.33,5.7,5.12,10.49,6.31
12.75,79.25,Arani,Tamil Nadu,1.01,0,0,1.09,0.19,1.27,4.06,3.66,6.03,6.69,9.02,6.13
12.75,79.5,Vembakkam,Tamil Nadu,0.47,0,0,0.82,0.02,1.84,5.99,1.44,2.37,5.83,14.31,7.5
12.75,79.75,Kanchipuram,Tamil Nadu,1.44,0.01,0,0,0,0.74,3.24,1.03,1.4,5.07,16.26,8.08
12.75,80,Chengalpattu,Tamil Nadu,2.56,0,0,0.06,0,0.15,7.6,1.38,0.93,5.98,16.84,7.07
13,74.75,Dakshina Kannada,Karnataka,0,0,0.79,0.39,3.52,23.97,38.64,28.25,35.36,11.31,1.07,0.98
13,75,Moodabidri taluk,Karnataka,0,0.21,0.74,3.16,4.43,20.39,33.21,37.84,28.6,12.32,1.62,0.89
13,75.25,Beltangadi taluk,Karnataka,0,0,0.15,2.5,4.24,20.43,25.63,40.57,24.93,16.76,4.68,0.37
13,75.5,Beltangadi taluk,Karnataka,0.03,0,0.1,2.61,5.9,16.76,18.8,36.75,19.89,8.37,1.74,0.51
13,75.75,Beluru taluk,Karnataka,0.02,0,0.04,2.3,5.35,4.55,7.05,14.69,8.06,4.71,0.2,0.66
13,76,Aluru taluk,Karnataka,0,0,0.42,2.05,5.92,5.88,7.48,9.01,9.66,13.4,0.51,1.04
13,76.25,Hasana taluk,Karnataka,0,0,0.13,1.76,5.54,5.31,6.39,2.2,5.21,5.9,0.5,0.54
13,76.5,Channarayapattana taluk,Karnataka,0,0,0.22,2.54,6.66,3.59,7.37,1.63,3.42,8.44,1.34,0.72
13,76.75,Nagamangala taluk,Karnataka,0,0,0.39,2.98,4.95,6.48,6.79,2.32,5.04,7.96,1.88,0.44
13,77,Kunigal taluk,Karnataka,0,0,0.64,2.74,3.47,5.33,4.78,1.84,4.7,8.87,1.83,0.59
13,77.25,Magadi taluku,Karnataka,0,0,0.63,2.66,2.16,3.43,5.27,1.64,7.74,6.52,1.15,0.26
13,77.5,Bangalore North,Karnataka,0.01,0,0.44,4.19,2.96,3.72,5.18,2,6.3,8.6,2.96,0.5
13,77.75,Bangalore East,Karnataka,0,0,0.68,3.45,6.16,3.42,7.89,2.65,5.73,6.98,3.55,0.72
13,78,Maluru taluk,Karnataka,0,0,0.58,1.6,2.52,3.3,7.82,3.68,8.36,5.76,4.64,1.18
13,78.25,Bangarapet taluk,Karnataka,0,0,0.36,3.88,1.32,6.12,8.98,2.94,5.52,5.3,6.54,2.31
13,78.5,Venkatagirikota,Andhra Pradesh,0.19,0,0.17,2.54,0.82,4.91,8.99,2.98,5,5.1,8.24,2.81
13,78.75,Gudiyatham,Tamil Nadu,0.37,0,0.02,1.12,0.51,3.65,8.38,2.69,4.37,2.52,6.04,3.41
13,79,Katpadi,Tamil Nadu,0.43,0,0,2.8,0.73,1.71,9.86,3.28,5.77,2.49,9.8,3.45
13,79.25,Katpadi,Tamil Nadu,0.56,0,0,0.86,0.41,2.84,5.16,3.6,4.28,5.04,10.09,3.7
13,79.5,Arakonam,Tamil Nadu,0.56,0,0,0.83,0.25,3.17,7.72,3.53,4.18,5.18,9.58,5.34
13,79.75,Kanchipuram,Tamil Nadu,2.69,0.09,0,0.17,0,2.23,7.57,2.2,5.05,7.76,14.48,7.31
13,80,Kanchipuram,Tamil Nadu,1.75,0,0,1.52,0.08,0.63,8.46,3.45,4.71,5.4,17.17,6.94
13.25,74.5,Dakshina Kannada,Karnataka,0,0,0.79,1.95,3.43,26.95,36.35,31.32,34.46,10.84,0.77,0.68
13.25,74.75,Kapu taluku,Karnataka,0,0,1.01,2.36,4.3,25.38,38.29,36.17,35.7,11.26,1.02,0.59
13.25,75,Karkala taluk,Karnataka,0,0,0.45,1.66,3.84,18.45,28.61,46.13,24.57,9.19,1.22,0.26
13.25,75.25,Kalasa taluk,Karnataka,0.01,0,0.08,3.3,5.42,10.98,19.63,41.5,16.8,6.01,1.37,0.43
13.25,75.5,Mudigere taluk,Karnataka,0,0,0.07,2.2,5.85,7.39,10.79,18.14,12.24,6.87,1.19,0.97
13.25,75.75,Chikkamagaluru taluku,Karnataka,0,0,0,1.81,5.79,3.33,5.3,7.26,5.84,3.83,0.93,0.87
13.25,76,Beluru taluk,Karnataka,0,0,0.15,1.76,4.96,4.23,5.03,5.93,6.26,5.3,0.59,0.75
13.25,76.25,Arasikere taluku,Karnataka,0,0,0.19,1.85,3.64,7.39,5.19,3.87,6.74,4.07,0.8,0.48
13.25,76.5,Tipaturu taluk,Karnataka,0,0,0.14,2.02,4.5,5.44,6.17,2.86,8.03,4.95,0.91,0.59
13.25,76.75,Turuvekere taluk,Karnataka,0,0,0.52,2.41,4.13,3.29,6.11,2.41,12.11,4.76,1.74,0.6
13.25,77,Tumkur taluk,Karnataka,0,0,0.61,2.58,2.58,4.54,6.78,3.1,8.47,5.09,1.39,0.68
13.25,77.25,Nelamangala taluk,Karnataka,0,0,0.53,2.61,1.77,3.86,5.6,3.85,6.99,4.36,0.63,0.23
13.25,77.5,Doddaballapura taluk,Karnataka,0,0,0.34,2.32,2.07,3.91,5.53,4.06,6.11,4.85,1.23,0.42
13.25,77.75,Devanahalli taluku,Karnataka,0,0,0.36,2.39,2.63,3.5,7.68,2.61,5.19,5.28,3.37,0.77
13.25,78,Kolar taluk,Karnataka,0,0,0.26,2.84,2,2.86,9.32,2.64,6.26,6.22,4.7,0.9
13.25,78.25,Srinivasapura taluku,Karnataka,0,0,0.31,3.11,1.03,3.63,11.23,2.75,6,5.5,8,1.7
13.25,78.5,Mulubagilu taluk,Karnataka,0.02,0,0.52,2.84,2.62,2.49,15.91,7.74,7.35,5.59,13.24,2.63
13.25,78.75,Gangavaram,Andhra Pradesh,0.14,0,0.2,1.87,1.56,3.21,16.23,7.96,7.25,4.98,10.83,3.18
13.25,79,Thavanampalle,Andhra Pradesh,0.22,0,0,1.49,0.9,3.91,14.76,7.68,6.7,4.63,9.27,3.3
13.25,79.25,Gangadhara Nellore,Andhra Pradesh,0.44,0,0,0.48,0.17,2.46,9.63,5.86,4.72,7.75,10.22,4.63
13.25,79.5,Pallipattu,Tamil Nadu,0.84,0,0,1.28,0.14,2.9,7.15,3.46,8.55,7.52,7.95,6.16
13.25,79.75,Vijayapuram,Andhra Pradesh,1.33,0,0,2.08,0,1.23,4.19,3.24,4.89,7.4,13.22,6.83
13.25,80,Thiruvallur,Tamil Nadu,1.33,0,0,0.18,0,0.42,3.32,2.63,4.73,7.34,12.38,7.81
13.25,80.25,Ponneri,Tamil Nadu,1.45,0.01,0,0.54,0,0.63,2.98,2.42,4.31,9.24,14.25,7.04
13.5,74.5,Unknown,Unknown,0,0,0.2,0.88,1.52,35.53,37.44,39.2,32.82,10.47,0.29,0.29
13.5,74.75,Brahmavara taluku,Karnataka,0,0,0.24,1.15,1.54,29.82,40.21,49.02,34.6,12.36,0.56,0.34
13.5,75,Hebri taluku,Karnataka,0,0,0.06,0.31,1.19,17.98,42.94,71.38,38.26,15.25,1.01,0.31
13.5,75.25,Koppa taluk,Karnataka,0.01,0,0.3,2.02,4.48,10,16.06,32.99,15.52,5.56,1.42,0.08
13.5,75.5,Narasimharajapura taluk,Karnataka,0.01,0,0.21,2.06,4.72,5.23,8.37,11.89,7.43,3.69,1.29,0.73
13.5,75.75,Chikkamagaluru taluku,Karnataka,0,0,0.18,1.38,3.12,1.74,4.76,3.86,5.87,2.5,0.82,1.22
13.5,76,Kaduru taluk,Karnataka,0,0,0.12,0.76,3.09,1.59,4.87,1.99,6.02,2.97,0.56,1
13.5,76.25,Arasikere taluku,Karnataka,0,0,0.26,1.71,3.15,3.08,4.62,2.76,6.53,3.66,0.87,0.14
13.5,76.5,Chikkanayakanahalli taluk,Karnataka,0,0,0.28,2.27,2.37,3.23,4.45,2.49,7.99,3.27,0.84,0.14
13.5,76.75,Gubbi taluk,Karnataka,0,0,0.23,1.84,1.49,2.31,5.06,2.73,10.83,3.63,1.05,0.51
13.5,77,Tumkur taluk,Karnataka,0,0,0.04,1.88,1.39,2.58,7.6,2.81,8.76,4.32,1.56,0.49
13.5,77.25,Koratagere taluku,Karnataka,0,0,0.29,2.83,1.52,3.94,8.99,4.71,5.19,7.4,1.06,0.29
13.5,77.5,Gauribidanuru taluk,Karnataka,0,0,0.27,1.81,1.56,4.18,9.45,3.05,4.65,6.1,1.17,0.5
13.5,77.75,Chikkaballapura taluk,Karnataka,0,0,0.16,2.34,1.8,3.02,7.97,2.39,4.98,5.15,3.54,0.82
13.5,78,Sidlaghatta taluk,Karnataka,0,0,0.24,3.01,1.59,2.63,10.48,3.07,6.03,6.1,4.92,0.9
13.5,78.25,Srinivasapura taluku,Karnataka,0,0,0.54,1.61,0.92,2.87,11.84,4.25,6.21,5.43,7.86,1.1
13.5,78.5,Madanapalle,Andhra Pradesh,0,0,0.57,1.99,0.73,2.46,10.17,3.13,6.39,4.99,8.58,1.51
13.5,78.75,Somala,Andhra Pradesh,0.04,0,0.21,1.19,0.46,3.04,15.51,5.92,7.49,5.95,9.59,2.91
13.5,79,Pakala,Andhra Pradesh,0.08,0,0,1,0.05,2.44,18.61,6.56,7.55,6.38,8.83,3.53
13.5,79.25,Ramachandrapuram,Andhra Pradesh,0.91,0,0,0.62,0.2,3.42,11.48,5.06,6.65,6.2,13.05,4.96
13.5,79.5,Vadamalapeta,Andhra Pradesh,1.24,0,0,1.14,0.12,2.56,7.85,3.8,8.03,6.5,9.6,6.17
13.5,79.75,Kumara Venkata Bhupalapuram,Andhra Pradesh,2.11,0,0,5.63,0,1.84,6.9,4.25,7.33,6.26,12.3,9.03
13.5,80,Satyavedu,Andhra Pradesh,1.27,0,0,2.85,0.01,1.64,5.02,3.32,5.17,7.29,12.27,7.48
13.5,80.25,Tada,Andhra Pradesh,1.19,0,0,1.46,0.01,1.14,3.75,2.71,4.48,8.37,12.79,7.2
13.75,74.5,Unknown,Unknown,0,0,0,0.85,0.52,39.31,41.42,46.45,35.36,12.25,0.18,0.31
13.75,74.75,Kundapura,Karnataka,0,0,0,1.25,1.05,38.34,44.1,53.8,37.89,14.58,0.32,0.5
13.75,75,Hosanagara taluk,Karnataka,0,0.01,0.16,1.75,3.96,16.16,19.6,40.89,14.9,6.91,0.83,0.36
13.75,75.25,Tirthahalli taluk,Karnataka,0,0,0.37,1.94,5.45,11.12,15.2,32.64,15.49,5.22,1.26,0.18
13.75,75.5,Narasimharajapura taluk,Karnataka,0,0,0.11,0.83,2.89,4.21,5.62,10.14,7.39,3.94,0.68,0.7
13.75,75.75,Tarikere taluku,Karnataka,0,0,0.24,0.82,3.29,2.43,4.28,5.79,6,3.79,0.42,1.1
13.75,76,Ajjampura taluku,Karnataka,0,0,0.4,1.33,6.11,3.06,4.13,2.79,7.4,4.85,0.26,1.3
13.75,76.25,Hosadurga taluku,Karnataka,0.01,0,0.1,1.44,4.02,2.67,3.91,2.51,7.37,5.77,0.72,0.31
13.75,76.5,Hosadurga taluku,Karnataka,0.03,0,0.18,2.47,1.68,1.71,3.32,1.82,7.76,2.98,1.05,0.27
13.75,76.75,Sira taluk,Karnataka,0,0,0.35,0.47,1.91,1.59,4.34,3.94,10.01,3.75,0.52,0.54
13.75,77,Agali,Andhra Pradesh,0,0,0,1.78,0.9,2.75,4.88,2.31,10.27,3.98,1.28,0.77
13.75,77.25,Madhugiri taluk,Karnataka,0,0,0,3.57,0.72,1.82,6.94,2.68,5.16,5.42,0.83,0.73
13.75,77.5,Hindupur,Andhra Pradesh,0,0,0.12,2.48,0.79,1.78,8.85,2.16,4.85,8.32,1.07,0.71
13.75,77.75,Gudibande taluk,Karnataka,0,0,0.59,1.02,0.67,1.63,6.62,2.67,5.7,5.24,2.73,0.82
13.75,78,Bagepalli taluk,Karnataka,0,0,0.4,1.29,0.63,2.55,9.99,2.74,7.44,5.21,3.98,1
13.75,78.25,Pedda Thippasamudram,Andhra Pradesh,0,0,0.54,1.47,0.58,1.94,11.33,3.4,7.51,6.59,9.47,1.51
13.75,78.5,Thamballapalle,Andhra Pradesh,0,0,0.6,0.98,0.28,2.86,8.25,2.62,7.63,6.38,10.57,1.81
13.75,78.75,Kalikiri,Andhra Pradesh,0,0,0.5,1.08,0.31,2.47,9.28,3.06,8.11,6.8,10.37,1.85
13.75,79,Pileru,Andhra Pradesh,0.42,0,0.12,0.82,0.15,2.29,11.87,5.41,7.2,4.51,12.1,3.93
13.75,79.25,Tirupati (Urban),Andhra Pradesh,1.11,0,0.01,0.78,0.24,2.3,8.55,3.84,4.35,3.96,16.3,5.32
13.75,79.5,Renigunta,Andhra Pradesh,1.46,0,0,1.35,0.19,0.93,8.79,2.43,5.47,3.9,14.25,6.49
13.75,79.75,Thottambedu,Andhra Pradesh,0.89,0,0,3.46,0.02,1.61,8.32,4.74,6.96,7.44,14.83,7.44
13.75,80,Doravarisatram,Andhra Pradesh,1.04,0,0,3.85,0.01,1.88,7.33,4.38,6.37,7.64,13.97,7.47
13.75,80.25,Unknown,Unknown,1.09,0,0,3.48,0.01,1.79,6.53,4.02,6,7.44,13.28,7.43
14,74.5,Unknown,Unknown,0,0,0,1.29,0.57,32.78,41.53,45.3,34.47,13.23,0.36,0.17
14,74.75,Sagara taluk,Karnataka,0,0.01,0,1.21,1.96,33.73,40.74,56.71,33.95,14.02,0.25,0.58
14,75,Sagara taluk,Karnataka,0,0.02,0.1,2.02,4.46,16.09,20.13,41.81,15.78,8.32,0.36,0.58
14,75.25,Hosanagara taluk,Karnataka,0,0,0.28,3.86,5.02,7.4,10.41,16.42,8.23,6.8,0.2,0.76
14,75.5,Shivamogga taluk,Karnataka,0,0,0.07,0.81,2.45,3.86,5.68,7.06,6.08,4.84,0.01,0.67
14,75.75,Bhadravati taluk,Karnataka,0.01,0,0.08,1.19,3.98,3.35,5.79,4.87,6.14,6.73,0.29,0.66
14,76,Channagiri taluku,Karnataka,0,0,0.01,0.9,2.58,2.75,3.77,2.82,6.03,4.23,0.6,0.63
14,76.25,Holalkere taluk,Karnataka,0.03,0,0,1.2,3.02,2.39,3.81,1.8,5.29,4.1,0.8,0.52
14,76.5,Hiriyuru taluk,Karnataka,0.07,0,0,1.48,2.68,2.13,2.32,0.9,5.52,3.72,1.22,0.67
14,76.75,Hiriyuru taluk,Karnataka,0,0,0.04,2.05,1.56,3.3,4.51,1.7,7.18,4.98,0.33,0.61
14,77,Amarapuram,Andhra Pradesh,0,0,0,1.74,0.92,3.46,3.4,1.62,9.91,3.23,0.96,0.65
14,77.25,Madakasira,Andhra Pradesh,0,0,0,0.6,0.95,2.19,4.39,0.7,9.01,3.93,0.5,0.38
14,77.5,Somandepalle,Andhra Pradesh,0,0,0.13,1.12,0.65,2.98,6.24,1.6,6.86,7.24,1.41,0.67
14,77.75,Gorantla,Andhra Pradesh,0,0,0.33,0.63,0.4,2.95,5.92,2.26,6.58,5.69,3.19,0.96
14,78,Obuladevaracheruvu,Andhra Pradesh,0.04,0,0.25,1.53,0.43,3.14,5.97,1.81,8.36,4.37,3.36,1.06
14,78.25,Tanakal,Andhra Pradesh,0.01,0,0.41,1.47,0.45,1.48,8.42,2.72,9.23,7.07,8.79,1.46
14,78.5,Galiveedu,Andhra Pradesh,0,0,0.21,1.85,0.71,1.64,8.47,3.3,10.64,7.48,9.84,1.07
14,78.75,Sambepalle,Andhra Pradesh,0.07,0,0.22,2.19,0.61,1.82,8.61,3.32,10.88,5.58,10.79,1.57
14,79,T Sundupalle,Andhra Pradesh,0.53,0,0.47,1.58,0.32,1.37,6.12,5.6,10.92,1.2,13.28,4.13
14,79.25,Obulavaripalle,Andhra Pradesh,1.79,0,0.15,2.12,0.37,2,5.79,3.25,5.62,2.13,16.66,6.44
14,79.5,Venkatagiri,Andhra Pradesh,1.55,0,0.08,2.08,0.29,1.78,5.94,3.09,4.88,2.45,17.43,7.06
14,79.75,Ojili,Andhra Pradesh,0.86,0,0.05,2.13,0.07,1.95,6.32,4.53,4.34,2.9,15.86,8.03
14,80,Chittamur,Andhra Pradesh,0.94,0,0.02,3.24,0.02,2.12,6.56,4.59,5.15,6.01,15,7.54
14.25,74.25,Unknown,Unknown,0,0,0.17,1.31,1.55,32.53,42.88,41.5,29.89,10.81,0.2,0.03
14.25,74.5,Honnavar taluku,Karnataka,0,0,0.08,1.1,1.46,30.65,37.5,72.08,34.04,9.77,0.21,0.03
14.25,74.75,Sagara taluk,Karnataka,0,0,0,0.48,2.09,13.24,18.19,41.74,14.63,5.33,0.14,0.15
14.25,75,Sagara taluk,Karnataka,0,0,0,0.45,2,8.12,10.73,18.56,8.58,3.51,0.1,0.07
14.25,75.25,Sagara taluk,Karnataka,0,0,0.03,2.22,4.33,5.07,7.78,8.72,6.42,3.07,0.08,0.03
14.25,75.5,Shikaripura taluk,Karnataka,0,0,0.03,1.01,0.81,2.5,3,3.91,6.13,7.48,0.07,0.03
14.25,75.75,Honnali taluku,Karnataka,0.09,0,0.09,1.3,2.82,2.63,4.53,4.27,6.58,6.73,0.34,0.15
14.25,76,Channagiri taluku,Karnataka,0.03,0,0.01,0.84,4.29,2.57,3.66,3.41,6.91,5.47,0.61,0.14
14.25,76.25,Chitradurga taluku,Karnataka,0,0,0,0.47,2.79,2.93,9.61,1.93,5.69,6.92,0.51,0.28
14.25,76.5,Chitradurga taluku,Karnataka,0,0,0,0.94,1.32,1.67,6.65,0.51,5.89,5.67,0.3,0.15
14.25,76.75,Challakere taluku,Karnataka,0,0,0,0.33,0.86,1.99,4.33,0.83,5.39,2.11,0.34,0.09
14.25,77,Kundurpi,Andhra Pradesh,0,0,0.26,2.58,2.37,4.31,5.9,2.1,8.35,4.08,2.23,0.66
14.25,77.25,Pavagada taluk,Karnataka,0,0,0.01,0.46,0.81,2.71,7.01,2.5,13.23,4.27,3.24,0.82
14.25,77.5,Pavagada taluk,Karnataka,0,0,0.15,2.02,0.57,3.89,7.63,1.12,8.71,7.05,2.31,1.01
14.25,77.75,Kothacheruvu,Andhra Pradesh,0,0,0.41,1.14,0.23,3.91,6.77,1.73,7.48,6.21,3.03,1.17
14.25,78,Bukkapatnam,Andhra Pradesh,0.03,0,0.19,1.26,0.38,2.58,6.39,1.57,9.47,4.71,4.02,1.2
14.25,78.25,Talupula,Andhra Pradesh,0,0,0.24,0.17,0.26,1.35,5.58,2.14,10.32,3.91,6.72,1.01
14.25,78.5,Chakrayapet,Andhra Pradesh,0,0,0.22,0.84,0.89,2.78,7.43,4,10.44,5.27,8.04,1.4
14.25,78.75,Ramapuram,Andhra Pradesh,0.17,0,0.35,1.33,0.59,2.5,7.81,4.34,10.2,3.71,10.68,2.34
14.25,79,Rajampet,Andhra Pradesh,0.46,0,0.55,1.97,0.4,1.79,7.19,4.56,9.4,1.21,12.14,4.11
14.25,79.25,Penagalur,Andhra Pradesh,2.4,0,0.17,1.61,0.34,2.91,7.22,3.55,4.55,1.6,16.36,6.19
14.25,79.5,Rapur,Andhra Pradesh,2.01,0,0.08,1.79,0.25,2.65,6.25,3.71,3.57,1.76,17.22,7.26
14.25,79.75,Sydapuram,Andhra Pradesh,1.09,0,0.06,1.76,0.06,2.06,5.02,5.22,3.53,1.87,17,8.21
14.25,80,Venkatachalam,Andhra Pradesh,1.22,0,0.03,1.95,0.02,1.79,5.19,5.74,4.23,3.28,17.09,8.11
14.5,74.25,Uttara Kannada,Karnataka,0,0,0.13,1.19,1.47,39.16,42.38,42.84,26.57,10.34,0.74,0.08
14.5,74.5,Kumata taluk,Karnataka,0,0,0.1,0.88,2.49,29.54,28.53,49.58,22.35,9.34,0.41,0.06
